timestamp,open,high,low,close,open,high,low,close,volume,market cap
2019-05-24,54207.63493464,55847.46458800,53877.99230602,54992.05933773,7844.35540650,8093.50838769,7795.50919256,7969.54162180,669.57549171,5336209.75012184
2019-05-23,53205.19761152,54691.59495740,52388.84662144,54166.51102941,7703.66675026,7914.27468270,7573.05033478,7838.40439003,796.48530043,6243173.87548649
2019-05-22,54831.07862048,55036.72061941,53217.36681121,53217.36681121,7943.88499904,7973.56267743,7705.42874840,7705.42874840,821.27691425,6328290.74545633
2019-05-21,54849.99457360,55379.16596025,54209.74730733,54856.78360918,7935.24415569,8023.30808713,7853.52601084,7947.60911827,824.31485874,6551332.28764825
2019-05-20,56384.66066121,56384.66066121,53410.90825845,54832.47572697,8149.58004575,8149.58004575,7723.36154884,7932.70967366,828.11713560,6569212.81250036
2019-05-19,50434.00780734,56489.22347420,50434.00780734,56329.75864881,7289.67903691,8164.69307479,7289.67903691,8141.64476088,770.99135792,6277137.74989015
2019-05-18,50926.09604317,51208.33505902,50236.20646375,50436.62934008,7360.80495874,7401.59949256,7261.08903642,7290.05795052,925.52710286,6747146.21462898
2019-05-17,54443.76952050,54674.68645173,48837.74785340,50857.79336774,7909.08505726,7942.56600209,7058.95728328,7350.93256107,1092.56428148,8031366.35179118
2019-05-16,56167.48558634,57007.20037943,53733.27207126,54277.94125523,8168.39024673,8290.50926371,7809.27405543,7884.99506742,751.40456861,5924821.31712479
2019-05-15,54775.99776752,56430.82300005,54468.28841878,56333.38911976,7966.37517156,8206.80682294,7922.77530486,8192.51745823,587.22275938,4810832.70809075
2019-05-14,53092.94844708,56384.65171304,53022.64502687,54775.59844102,7718.91246524,8196.67402906,7711.37542150,7966.31709531,866.42090263,6902183.64835438
2019-05-13,47579.24151362,54785.46230849,47282.14091337,53142.53543993,6972.23683331,7964.97840666,6928.71594150,7726.12166473,889.51259373,6872482.52146980
2019-05-12,48978.63652710,50749.79488786,46808.11902950,47529.36800085,7177.35584637,7436.90234902,6859.28704014,6964.92839518,1063.25141348,7405469.96096275
2019-05-11,43520.64111970,49347.51237076,43520.64111970,49031.15212234,6377.53825191,7231.41111170,6377.53825191,7185.05151005,738.99321189,5309704.29300943
2019-05-10,42297.80542271,43957.41464114,42185.02060730,43520.36969001,6195.21152131,6441.54327961,6178.02706077,6377.49847646,513.04076541,3271916.69976401
2019-05-09,40478.97566269,42320.54849815,40478.97566269,42293.67017453,5967.70973398,6198.54261997,5967.70973398,6194.60584598,631.00115749,3908803.45900954
2019-05-08,39696.29876412,40547.90016464,39526.53431378,40478.52124321,5857.58941548,5977.87109341,5832.53738293,5967.64274010,647.17214105,3862092.12913415
2019-05-07,38874.07343602,40415.74519416,38874.07343602,40085.71332351,5746.69207435,5965.95203892,5746.69207435,5915.05146288,716.66644623,4239118.91117034
2019-05-06,38878.65820830,39146.86433563,38197.09260436,38842.25428829,5772.97221366,5787.01831655,5671.76863631,5741.98830065,611.69539645,3512347.80998015
2019-05-05,39271.51381147,39271.51381147,38554.24000140,38879.64871590,5831.26803406,5831.26803406,5724.76295100,5773.11929109,703.09405685,4059045.86304888
2019-05-04,38732.81877933,39453.89503968,37718.37995077,39230.33079501,5751.27939048,5858.34908398,5600.64947736,5825.15293474,668.52642887,3894268.68908218
2019-05-03,36963.51665303,39114.75777715,36886.97868137,38786.28743750,5488.35403796,5808.02991147,5476.98965697,5759.21873498,706.77077606,4070447.49482259
2019-05-02,36363.78009386,37061.04117751,36192.00426575,36964.09961020,5399.22497429,5502.99795047,5373.95925667,5488.44059561,384.58606055,2110777.74722946
2019-05-01,35738.92068408,36407.46292978,35702.20526047,36407.46292978,5306.55962057,5405.71091877,5301.07414412,5405.71091877,241.42419930,1305069.43021070
2019-04-30,35512.21010893,35887.54506821,35178.93446244,35746.22732754,5274.03835287,5328.90998918,5221.05306078,5307.64452012,284.42336153,1509618.09621925
2019-04-29,36076.86273886,36196.67172052,35248.73072669,35500.61624536,5360.71190175,5378.72551659,5234.75269198,5272.31650901,268.54890726,1415874.83722272
2019-04-28,35786.04936129,36169.90103178,35727.39264505,35995.28815801,5317.70816730,5374.74746613,5308.99194116,5348.59061977,250.98592902,1342420.98564945
2019-04-27,36025.95883112,36081.37113712,35628.54907745,35815.66066148,5353.27843255,5361.51242582,5294.22531829,5322.10832479,288.39633726,1534876.54736976
2019-04-26,36000.44340992,36697.27973000,35673.03970958,35962.11503346,5338.85639479,5450.06714156,5300.83640510,5343.79156152,317.18054542,1694946.72209429
2019-04-25,36908.89749203,37258.94520029,35840.23506330,35939.76039348,5490.84293246,5525.49188299,5315.09753865,5329.85711923,272.23017795,1450947.95201680
2019-04-24,37195.55292646,37716.62198389,36647.78504227,36912.34390959,5530.21621307,5610.58890896,5451.99789652,5491.35564724,316.09347100,1735781.66703230
2019-04-23,39395.68754906,40820.48385671,36855.25724445,37140.09853817,5871.72236759,6076.46620123,5485.31130425,5521.97128234,367.03036956,2026731.16045746
2019-04-22,39085.98813542,39512.83967475,38695.99233977,39378.88467249,5829.90105033,5889.35200907,5768.71921016,5869.03605585,342.95970924,2012842.89923419
2019-04-21,39271.02119079,39481.04984531,38619.22956976,39054.82033553,5857.49980004,5888.82678784,5760.28131236,5825.25219282,397.10537113,2313238.93395599
2019-04-20,38121.06448376,39309.01212497,37987.03326258,39267.03849167,5685.97711035,5863.16636746,5665.98557900,5856.90575745,420.19281286,2461029.70487704
2019-04-19,37526.30125409,38139.65170224,37395.33842152,38040.33845733,5593.34361474,5688.74950142,5578.59956532,5673.93635691,203.38995285,1154021.64810514
2019-04-18,37356.10134367,37607.86934607,37260.33400392,37526.19006400,5585.37444210,5605.50144408,5555.85374943,5593.32704171,473.66365034,2649355.70412183
2019-04-17,37365.52628933,37432.36652549,37096.14249797,37355.69042432,5566.76206610,5596.81931254,5543.48514137,5585.31300265,511.44778931,2856595.98780975
2019-04-16,37216.55423388,37639.51125843,36970.00632467,37334.37075320,5547.50627445,5607.62660745,5508.45663566,5562.12047601,505.48011980,2811541.32455418
2019-04-15,35137.24653791,37296.02532317,35121.96469560,37296.02532317,5241.07977232,5559.35224932,5238.62999286,5559.35224932,417.51642797,2321120.89296487
2019-04-14,35034.33714540,35172.88450676,34920.77408013,35137.24653791,5225.72978368,5246.38991340,5208.78510453,5241.07977232,93.98414397,492578.39588030
2019-04-13,34824.03878761,35037.61807618,34778.41111182,35035.36059241,5194.36163228,5226.21916807,5187.55579766,5225.88244127,76.29315440,398699.05596785
2019-04-12,35708.81880273,35708.81880273,34686.51137840,34824.03878761,5314.20784282,5314.20784282,5170.60864237,5194.36163228,122.91318304,638455.52208393
2019-04-11,36161.47472919,36325.01016494,35709.02865113,35709.02865113,5383.93840991,5410.33818853,5314.23907259,5314.23907259,93.33560038,496007.69440306
2019-04-10,35923.21034070,36162.07030213,35690.23077896,36161.47472919,5352.22282126,5384.38544837,5315.44492679,5384.05629479,104.14090517,560700.49602556
2019-04-09,37519.84126077,37568.49818499,35926.92643096,35926.92643096,5586.30252312,5593.54701802,5352.77648400,5352.77648400,123.77203443,662524.03527410
2019-04-08,35760.56303046,37550.05951991,35760.56303046,37519.53932123,5323.17580063,5590.80169827,5323.02176615,5586.25756756,188.04585106,1050472.55853209
2019-04-07,34243.55384240,35760.51503672,34243.55384240,35760.51503672,5097.35982027,5323.16865647,5097.35982027,5323.16865647,62.42106828,332277.87417172
2019-04-06,33937.51504518,34244.22563228,33936.26968545,34243.55384240,5051.80409683,5097.45982025,5051.61871751,5097.35982027,84.06543836,428511.78776926
2019-04-05,34408.15790373,34408.15790373,33853.39070011,33937.43276840,5122.16732871,5122.16732871,5039.28167995,5051.79184943,111.19001177,561708.79519781
2019-04-04,34209.60008319,34618.24115180,34209.36718589,34408.60576690,5097.23759410,5154.11319471,5097.20289235,5122.11116065,119.91508538,614218.39715504
2019-04-03,36579.60645858,37337.26617301,33347.11504010,34209.63032194,5440.65423024,5563.34339201,4970.94906269,5097.24209968,124.84732223,636377.02690271
2019-04-02,31113.94344744,36587.15828010,31098.46077701,36587.15828010,4635.94614840,5441.77744762,4633.63924614,5441.77744762,5451.44621645,29665557.07758166
2019-04-01,30791.86300839,31248.86400513,30772.36432249,31156.71715859,4587.51554657,4656.01792908,4584.61515862,4642.31938816,4955.24263063,23003818.93719630
2019-03-31,30690.55002093,30791.52648299,30656.39642191,30791.52648299,4572.48960129,4587.46540945,4567.40116278,4587.46540945,5319.48980898,24402975.49459591
2019-03-30,30719.06181473,30816.15869747,30628.16492983,30690.30265853,4576.73748477,4591.20364737,4563.19504058,4572.45274753,6683.32266968,30559177.10361381
2019-03-29,30313.51934380,30762.08954717,30240.13448834,30717.11500195,4498.18949065,4582.19227113,4497.56332377,4576.44743519,5921.87989269,27101172.04641758
2019-03-28,30223.51288048,30357.43952667,30165.23724888,30313.68125407,4492.79984302,4505.07377930,4482.07130659,4498.21351634,4844.98894106,21793794.74117543
2019-03-27,29567.60130714,30300.16628955,29544.72227132,30269.09095319,4402.76042255,4504.19456161,4399.35362224,4499.57513611,6112.20742917,27502336.57501434
2019-03-26,29508.63019155,29590.16658315,29309.56590570,29524.91937623,4398.10257249,4410.34586235,4364.66009489,4396.40487432,5820.09217153,25587481.59189796
2019-03-25,29986.31651964,30012.86200802,29294.89989757,29514.68683969,4463.51149347,4469.39205997,4366.25190757,4399.00528331,4754.82756942,20916511.59912904
2019-03-24,30030.16638012,30054.62346476,29878.56081729,29987.86283209,4470.03861580,4473.67909223,4447.43095177,4463.74166457,4354.07866636,19435482.35383154
2019-03-23,29903.36350100,30089.62016553,29853.12484621,30046.95793517,4451.16380309,4478.88840748,4443.68569843,4472.53806581,4865.08238725,21759266.17025960
2019-03-22,29797.63381434,29971.41549400,29756.78863538,29902.90173902,4448.07188348,4463.88816548,4440.18510261,4451.09506907,4970.53974931,22124344.96878196
2019-03-21,30160.70758776,30275.20817567,29594.01021442,29801.77440097,4505.29641076,4524.39402068,4418.07143921,4448.68997373,5719.16923732,25442810.84415471
2019-03-20,30031.81147737,30158.81848789,29858.03534745,30158.81848789,4474.41286388,4505.01422392,4451.63137113,4505.01422392,4147.25558621,18683445.40610920
2019-03-19,29944.06453857,30029.71078292,29855.50610408,30029.71078292,4460.54211203,4474.09988329,4445.52367009,4474.09988329,3166.37422072,14166674.53136265
2019-03-18,29895.11320427,30682.69540937,29785.49454167,29934.81375421,4452.78593105,4569.95766681,4437.18533002,4459.16409225,4746.39780129,21164966.64303933
2019-03-17,30030.40530028,30034.12820520,29736.15392070,29894.86761570,4473.13698091,4473.69152100,4429.30717860,4452.74935138,4136.22468200,18417571.76994065
2019-03-16,29430.28067347,30256.05176165,29422.74642577,30027.27643749,4383.74625726,4506.74783368,4382.62400394,4472.67092554,5748.80833202,25712527.88310174
2019-03-15,29041.94857694,29481.30113095,29041.94857694,29430.33811853,4319.85422543,4391.34593808,4319.85422543,4383.75481391,5328.97034182,23360899.38913324
2019-03-14,28948.82827020,29087.34488762,28906.81736463,29040.98588909,4316.21124022,4326.44483344,4298.41136342,4319.71103011,4163.36626515,17984539.17795590
2019-03-13,29079.15212574,29128.29278870,28850.35567180,28949.25573982,4334.67276029,4340.50973087,4299.92624723,4316.27497507,4532.77184385,19564689.67729770
2019-03-12,29066.65790227,29192.43017640,28744.93278259,29078.64452743,4321.28015131,4349.87265134,4280.98404633,4334.59709535,4422.05069080,19167808.07981129
2019-03-11,29479.20925726,29567.24452313,28938.27950973,29069.32546644,4385.74282821,4398.05518575,4302.13044766,4321.67673258,5470.58992266,23642121.18222239
2019-03-10,29556.73844692,29579.32941197,29183.71154443,29484.76791837,4397.34248003,4400.70348045,4341.84491397,4386.56981302,4907.80085820,21528411.09288269
2019-03-09,29003.70099937,29716.68741062,28991.69269900,29552.33221733,4315.06360932,4421.13909663,4313.27705870,4396.68693745,5764.41513156,25344328.71096220
2019-03-08,29020.37793736,29387.21216461,28852.94382830,28989.80620522,4321.65983192,4372.05604354,4292.57075261,4312.99639312,5163.74769174,22271225.16945616
2019-03-07,28942.15167014,29207.92516044,28828.14099063,29015.88185491,4312.12967145,4352.76508098,4298.40929748,4320.99028382,5384.95626654,23268343.70654091
2019-03-06,28813.93053599,28961.95854480,28665.84655483,28948.82293354,4295.77785085,4315.27361199,4273.13159462,4313.12363186,5498.45715979,23715525.51466414
2019-03-05,27811.10255986,28933.74680781,27757.63177683,28808.98031432,4146.45489468,4313.64088019,4141.94107605,4295.03983794,5142.87830637,22088867.20756189
2019-03-04,28508.83292772,28640.40282111,27641.27238044,27805.96811256,4250.97061158,4279.11812926,4125.68628288,4145.68938191,4863.05869895,20160730.81185003
2019-03-03,28625.07818907,29143.14767620,28463.62540900,28489.42480135,4268.25878608,4345.50764547,4244.18471220,4248.07665324,3080.83725881,13087632.83157943
2019-03-02,28628.23272831,28704.03847234,28452.82727858,28627.37958733,4268.79299902,4280.09649206,4242.63806438,4268.60194543,3621.75525242,15459831.51635618
2019-03-01,28527.75966070,28799.27194080,28527.75966070,28639.66653164,4261.72664280,4294.29687835,4261.72664280,4270.49790830,3454.47870504,14752344.08413531
2019-02-28,28481.12837573,28824.31277247,28447.38701057,28537.58671832,4259.05141633,4306.05659073,4254.00575215,4263.19469476,4886.36047684,20831506.06152548
2019-02-27,28532.58765547,28591.40718838,27973.68657903,28480.86758535,4258.46816206,4276.58495984,4183.16886440,4259.01241789,3754.94173455,15992343.47589086
2019-02-26,28644.58341722,28728.00757264,28420.18868467,28530.98789717,4282.08565189,4289.74710062,4241.62932095,4258.22939928,4706.13598168,20039806.59420829
2019-02-25,28408.12412361,28859.78342073,28255.58029930,28658.36854742,4231.05117921,4314.25595208,4208.33159643,4284.14639432,6262.63048193,26830025.79810405
2019-02-24,30862.19499396,31330.85467102,28194.21859740,28367.00619886,4596.55575827,4666.35702606,4199.22267343,4224.92715485,6110.78846161,25817636.10901818
2019-02-23,29772.27228919,31037.95677726,29578.35025656,30854.82057510,4434.22477418,4622.73337906,4405.34240091,4595.45742656,4169.23855030,19159558.25908094
2019-02-22,29437.92034257,29856.50439890,29437.92034257,29773.18693253,4380.61747838,4444.12246651,4380.61747838,4434.36099939,4083.89278607,18109454.89625093
2019-02-21,29720.92187645,29729.21362651,29357.15818066,29437.17577139,4421.90075174,4435.87188307,4370.01376348,4380.50667974,4774.57297816,20915048.82371718
2019-02-20,29567.22170269,29786.61371592,29271.62089914,29713.65779848,4374.75547582,4430.88329679,4337.88673863,4420.81999685,5460.73520323,24140927.38393322
2019-02-19,29417.89447409,29907.45451834,29301.33155268,29572.85596385,4347.51500595,4425.22719754,4325.16735438,4375.58911908,5372.38336854,23507342.21089026
2019-02-18,27629.65961635,29478.46889001,27629.65961635,29423.13654512,4079.32252168,4356.43484567,4079.32252168,4348.28970390,5306.56518546,23074482.75899933
2019-02-17,27298.55896956,27624.22526554,27283.14092224,27624.22526554,4030.37835697,4078.52017847,4028.10202567,4078.52017847,2582.17597543,10531456.82016264
2019-02-16,27171.37441992,27373.60579973,24473.52175624,27300.71369751,4011.65997538,4041.51799874,3613.34123805,4030.69648251,1862.36580346,7506631.29316036
2019-02-15,27100.29569301,27353.01695626,27063.80846064,27171.23155760,4001.69741189,4038.80862509,3995.83654341,4011.63888277,2741.14684012,10996491.24721337
2019-02-14,27173.99054329,27273.78410337,27069.17391728,27105.30468239,4019.58320545,4033.54959610,3995.92195045,4002.43705178,3283.07849942,13140315.02999551
2019-02-13,27422.41948105,27459.69887182,27139.83020460,27182.41082895,4048.21109179,4066.13116374,4014.56357943,4020.82873613,3208.77465931,12901933.35790435
2019-02-12,27551.15466992,27559.33569110,27211.13093161,27422.28398805,4056.19643177,4068.54917873,4016.79360630,4048.19108975,3584.06431547,14508977.22697366
2019-02-11,27676.99523533,27684.64220573,27381.14148985,27551.41122340,4103.42397399,4104.55772284,4048.36386366,4056.23420265,3488.03850320,14148301.07682718
2019-02-10,27575.99674360,27666.66947391,27286.85280360,27666.66947391,4088.48263004,4101.89306441,4045.56407631,4101.89306441,3162.11450088,12970655.54003832
2019-02-09,27471.84677909,27584.87669081,27413.06995247,27574.30708390,4073.04110947,4089.79919205,4064.32671786,4088.23211708,3638.20227542,14873815.39082132
2019-02-08,25558.33231080,27607.67615585,25514.46379287,27461.69297096,3789.30850866,4093.17949477,3782.83486910,4071.53568181,3335.99453793,13582620.79551664
2019-02-07,25637.14549861,25749.76687204,25552.58973823,25559.33097070,3801.08009674,3817.77785511,3788.51536653,3789.45657115,2298.98341372,8711897.80408855
2019-02-06,26087.07961327,26091.07529406,25572.92714181,25639.98323996,3867.70120767,3868.29361202,3791.53066035,3801.50083321,2885.80471901,10970389.04378878
2019-02-05,26069.14639911,26116.78845840,26005.09381160,26075.15919544,3865.07342685,3872.13695147,3855.54589597,3865.93387246,2328.20244319,9000676.68706446
2019-02-04,25945.82997087,26119.99108267,25940.35457732,26070.58033227,3846.79024095,3872.61178013,3845.97844613,3865.28602518,2589.71764544,10009999.42408089
2019-02-03,26119.45660148,26211.54069859,25785.22250237,25936.47085135,3872.47507652,3886.12748041,3822.97819704,3845.40263571,2707.36206920,10410897.23672393
2019-02-02,26002.44145695,26055.22150117,25801.99148858,26055.22150117,3855.12639130,3862.95156963,3825.40764491,3862.95156963,2664.88532063,10294322.93220454
2019-02-01,25617.90107000,26054.29287901,25558.91995362,26006.91347641,3823.16790555,3862.81389195,3799.72629035,3855.78941366,3047.65258579,11751106.57681497
2019-01-31,25845.46427929,25930.62886343,25554.68451307,25628.16821237,3848.11282413,3861.35773725,3813.90429264,3824.70015478,3176.98666007,12151021.37049446
2019-01-30,25637.39066821,25883.34979160,25495.63117705,25852.47408986,3807.77832260,3853.69611341,3787.34109181,3849.15650984,3084.76852437,11873756.84693510
2019-01-29,25862.08982421,25879.76801099,25342.51975388,25634.50866127,3834.14714549,3836.71132395,3761.91535253,3807.35027422,3690.03344037,14049249.83106005
2019-01-28,26783.90289462,26783.97438424,25669.11698629,25868.82343631,3969.51154130,3969.58400927,3805.48201882,3835.14542752,3666.80205274,14062719.12620248
2019-01-27,26763.06943221,26850.60688509,26613.31145686,26787.37922765,3965.69221371,3978.66331914,3943.50140939,3970.02675165,2474.35734910,9823264.86907990
2019-01-26,26704.62735105,27075.04545197,26682.63145411,26766.58565433,3957.03239587,4011.92012772,3953.77309269,3966.21323970,2458.70108549,9751732.79772467
2019-01-25,26906.54264913,26988.18090192,26581.41366555,26705.94311281,3963.43086670,3979.91238189,3932.94715832,3957.22736252,2507.09601382,9921148.94635798
2019-01-24,26849.35392555,26974.23434184,26700.53092999,26897.53949434,3953.14341432,3973.46062791,3932.26054018,3962.10466949,2609.12156215,10337612.72467130
2019-01-23,27054.59454014,27083.84375497,26683.76045557,26843.95743119,3973.94171210,3984.60272331,3928.76239058,3952.34886573,2787.17660506,11015894.29361193
2019-01-22,26676.52005485,27117.62730234,26586.43653912,27059.98563428,3924.05634707,3983.28332678,3905.29043549,3974.73358846,2589.74675866,10293553.42725338
2019-01-21,26805.93935677,26859.48385274,26569.36076371,26678.12023172,3954.37813283,3962.18296672,3908.23606382,3924.29172950,2873.22715924,11275381.57798684
2019-01-20,27693.81662625,27892.91391804,26604.99820354,26813.41916784,4085.35666010,4114.72723975,3924.73554908,3955.48154506,3072.26428530,12152284.68204051
2019-01-19,27176.47727007,27886.12834349,27176.47727007,27701.07425973,4009.03941525,4113.72624041,4009.03941525,4086.42729697,3026.17825822,12366257.43989473
2019-01-18,27234.30790812,27368.42759867,27047.48652862,27180.43417299,4019.05287970,4036.70321821,3990.01086488,4009.62313254,3275.11471144,13131975.70871746
2019-01-17,26991.60727020,27245.79785428,26912.15112311,27221.66800987,3994.55489939,4020.74848736,3974.90596223,4017.18756997,3207.29772393,12884316.54976483
2019-01-16,26769.67856760,27241.00548318,26741.32404137,27015.05470179,3959.42579141,4028.30427639,3955.23195538,3998.02494294,3389.52109915,13551389.89903628
2019-01-15,27334.99265165,27416.08957714,26677.60291259,26812.35387232,4038.85832989,4050.72092648,3945.80714738,3965.73777240,3409.14457313,13519773.40522456
2019-01-14,26254.88086607,27424.73368205,26232.56814378,27334.50630355,3882.15642814,4052.08804493,3878.85717576,4038.78646995,3312.02418855,13376558.48085065
2019-01-13,27027.10824410,27115.85922887,26192.49056130,26247.53944626,3996.43768315,4009.56109158,3873.02464435,3881.07089512,2679.19567484,10398148.35596278
2019-01-12,27134.84958935,27261.19092028,26994.68779423,27020.07584285,4012.42831227,4031.11039604,3991.70259742,3995.39781781,2046.13409028,8175119.67924150
2019-01-11,27222.22821578,27350.57906099,26878.49930175,27107.08555679,4010.10970731,4041.82247043,3982.11794423,4008.32284671,4114.84009028,16493607.54443687
